ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Term
1111555,58,entrepreneur,married,basic.4y,unknown,yes,no,cellular,nov,tue,185,4,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
1111556,57,admin.,divorced,high.school,unknown,yes,no,telephone,jul,tue,184,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1111557,40,admin.,married,university.degree,unknown,yes,no,cellular,nov,wed,562,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1111558,35,technician,single,unknown,no,no,no,cellular,may,thu,745,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,1
1111559,24,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,255,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
1111560,30,admin.,married,university.degree,no,,,,aug,wed,163,2,,,,,93.444,-36.1,4.965,5228.1,0
1111561,39,admin.,married,university.degree,unknown,no,no,telephone,jul,thu,94,12,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1111562,29,admin.,married,university.degree,no,yes,no,cellular,aug,fri,63,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1111563,51,blue-collar,married,professional.course,unknown,yes,no,cellular,may,tue,273,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
1111564,43,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,352,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
1111565,30,services,single,high.school,unknown,yes,no,telephone,apr,fri,40,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1111566,32,technician,single,professional.course,no,no,no,cellular,jul,thu,119,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1111567,36,unemployed,married,basic.9y,unknown,yes,yes,cellular,may,thu,114,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1111568,45,technician,single,professional.course,no,yes,yes,cellular,mar,thu,143,2,999,0,nonexistent,-1.8,92.843,-50,1.538,5099.1,0
1111569,25,student,single,basic.9y,no,no,yes,cellular,may,wed,219,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
1111570,29,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,33,2,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,0
1111571,50,management,married,university.degree,no,yes,no,cellular,aug,mon,308,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1111572,47,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,fri,173,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
1111573,55,unemployed,divorced,professional.course,no,no,no,telephone,dec,fri,136,1,999,0,nonexistent,-0.2,92.756,-45.9,3.282,5176.3,0
1111574,27,blue-collar,divorced,unknown,no,no,no,cellular,jul,thu,193,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
1111575,31,technician,married,professional.course,no,no,no,cellular,apr,mon,551,3,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,0
1111576,45,management,married,university.degree,no,no,yes,cellular,nov,wed,391,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1111577,27,student,single,high.school,no,no,no,cellular,jul,thu,64,3,999,0,nonexistent,-2.9,92.469,-33.6,0.927,5076.2,0
1111578,54,services,married,basic.9y,no,yes,yes,cellular,nov,mon,175,3,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0
1111579,24,blue-collar,married,basic.9y,no,unknown,unknown,cellular,may,fri,323,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
1111580,48,services,divorced,high.school,no,yes,yes,cellular,apr,mon,111,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
1111581,41,technician,married,professional.course,no,yes,no,cellular,aug,wed,112,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1111582,38,admin.,divorced,basic.9y,no,no,no,cellular,nov,fri,71,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1111583,42,admin.,single,high.school,no,yes,no,cellular,nov,mon,86,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
1111584,36,admin.,married,university.degree,no,yes,no,cellular,nov,wed,40,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
1111585,39,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,145,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1111586,28,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,187,2,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,1
1111587,31,admin.,single,university.degree,no,no,yes,cellular,aug,wed,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
1111588,42,technician,married,university.degree,no,no,no,cellular,aug,thu,161,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1111589,88,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,48,1,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,0
1111590,45,admin.,single,university.degree,no,yes,no,cellular,aug,wed,25,12,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1111591,59,retired,married,basic.4y,no,no,no,cellular,may,tue,128,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1111592,53,services,married,basic.9y,unknown,yes,no,cellular,aug,mon,136,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
1111593,34,management,married,university.degree,no,unknown,unknown,cellular,mar,tue,57,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,0
1111594,46,technician,married,professional.course,no,no,no,cellular,nov,fri,38,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1111595,29,admin.,single,university.degree,no,no,no,cellular,nov,wed,308,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1111596,27,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,68,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
1111597,60,retired,married,high.school,no,no,no,cellular,aug,thu,56,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
1111598,44,technician,married,professional.course,no,no,no,cellular,aug,tue,59,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1111599,41,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,1085,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1
1111600,40,self-employed,single,university.degree,no,,,telephone,jul,wed,98,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1111601,42,self-employed,married,university.degree,no,no,yes,cellular,aug,fri,327,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1111602,51,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1111603,47,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,tue,78,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
1111604,31,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,338,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1111605,38,technician,single,professional.course,no,yes,no,cellular,may,mon,17,7,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
1111606,24,technician,single,basic.9y,no,yes,no,cellular,may,mon,111,6,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
1111607,31,blue-collar,single,high.school,no,no,no,telephone,may,tue,1882,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,1
1111608,43,admin.,married,high.school,no,no,no,cellular,jul,mon,999,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1
1111609,40,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,72,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
1111610,43,admin.,married,university.degree,no,no,yes,cellular,aug,fri,24,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1111611,50,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,1285,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
1111612,34,management,married,university.degree,no,yes,no,telephone,jun,thu,111,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
1111613,64,housemaid,married,basic.4y,no,no,no,telephone,dec,thu,208,1,999,0,nonexistent,-3,92.713,-33,0.714,5023.5,0
1111614,80,management,divorced,professional.course,unknown,yes,no,cellular,mar,tue,158,2,999,0,nonexistent,-1.8,92.843,-50,1.51,5099.1,1
1111615,52,services,married,basic.6y,no,no,no,cellular,nov,fri,101,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1111616,36,admin.,single,high.school,no,no,yes,cellular,jul,tue,248,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1111617,31,admin.,single,university.degree,no,no,no,cellular,jun,tue,99,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
1111618,29,technician,single,unknown,no,yes,yes,cellular,jul,mon,326,3,999,0,nonexistent,-2.9,92.469,-33.6,0.996,5076.2,0
1111619,26,admin.,married,high.school,no,yes,yes,cellular,jun,tue,142,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
1111620,43,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,160,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1111621,37,technician,single,high.school,no,yes,yes,cellular,aug,wed,763,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1
1111622,54,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,602,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1111623,33,unemployed,married,high.school,unknown,yes,no,cellular,jul,wed,590,9,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
1111624,41,housemaid,divorced,university.degree,no,no,no,cellular,nov,wed,105,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
1111625,47,technician,single,professional.course,no,yes,no,cellular,jul,mon,108,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1111626,48,technician,divorced,professional.course,no,unknown,unknown,cellular,nov,tue,83,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
1111627,48,unemployed,married,basic.4y,unknown,yes,no,cellular,aug,wed,57,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1111628,34,services,married,high.school,no,yes,no,cellular,may,fri,15,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
1111629,41,admin.,married,professional.course,no,yes,yes,cellular,apr,mon,528,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
1111630,43,admin.,single,university.degree,no,yes,no,telephone,nov,fri,43,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1111631,36,management,married,university.degree,no,no,no,cellular,nov,thu,192,2,6,1,success,-0.1,93.2,-42,4.076,5195.8,0
1111632,,,,,,yes,no,cellular,jul,thu,66,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1111633,27,admin.,single,high.school,no,,,cellular,may,mon,94,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
1111634,53,blue-collar,single,unknown,no,yes,no,cellular,may,wed,320,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1111635,36,blue-collar,married,basic.9y,no,,,telephone,may,mon,65,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
1111636,35,services,single,high.school,unknown,yes,yes,cellular,jul,tue,47,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1111637,36,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,thu,248,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
1111638,50,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,mon,69,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1111639,55,admin.,married,high.school,unknown,yes,no,cellular,may,fri,41,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
1111640,64,retired,married,basic.4y,no,yes,no,cellular,aug,wed,145,1,3,2,success,-2.9,92.201,-31.4,0.854,5076.2,1
1111641,26,admin.,single,university.degree,no,yes,no,telephone,sep,thu,4,1,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,0
1111642,41,management,divorced,basic.6y,no,no,no,cellular,nov,thu,268,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1111643,38,technician,married,university.degree,no,yes,no,cellular,mar,tue,122,1,999,0,nonexistent,-1.8,92.843,-50,1.687,5099.1,1
1111644,39,admin.,married,professional.course,no,no,yes,cellular,aug,fri,323,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1111645,32,admin.,married,university.degree,no,no,no,telephone,may,fri,389,4,999,1,failure,-1.8,93.876,-40,0.684,5008.7,0
1111646,28,admin.,single,university.degree,no,yes,no,cellular,jun,fri,188,1,999,1,failure,-2.9,92.963,-40.8,1.268,5076.2,0
1111647,31,student,single,university.degree,no,no,no,cellular,aug,tue,279,4,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,1
1111648,37,admin.,divorced,university.degree,unknown,yes,no,cellular,may,wed,259,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
1111649,45,technician,single,university.degree,no,no,no,cellular,may,tue,146,2,999,1,failure,-1.8,93.876,-40,0.697,5008.7,1
1111650,29,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,164,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
1111651,49,admin.,married,high.school,no,yes,no,cellular,aug,wed,90,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0
1111652,46,admin.,married,university.degree,unknown,no,no,cellular,nov,mon,174,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
1111653,60,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,18,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1111654,43,admin.,married,high.school,no,no,no,telephone,jul,tue,647,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1111655,42,admin.,married,university.degree,no,yes,no,cellular,may,mon,20,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
1111656,51,unemployed,married,professional.course,unknown,yes,yes,cellular,jul,thu,901,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
1111657,38,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,272,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
1111658,44,blue-collar,married,basic.6y,no,yes,yes,cellular,aug,tue,222,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1111659,18,student,single,high.school,no,no,no,telephone,nov,thu,75,1,999,0,nonexistent,-0.1,93.2,-42,4.245,5195.8,0
1111660,51,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,118,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
1111661,60,retired,married,high.school,no,unknown,unknown,cellular,aug,wed,590,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1111662,29,self-employed,married,university.degree,no,no,no,cellular,mar,wed,197,2,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,1
1111663,31,technician,single,professional.course,no,yes,no,cellular,aug,thu,70,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
1111664,39,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,313,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
1111665,43,admin.,single,university.degree,no,yes,no,telephone,may,mon,34,6,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
1111666,55,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,108,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1111667,34,entrepreneur,single,basic.9y,no,no,yes,cellular,nov,wed,139,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1111668,32,technician,married,professional.course,no,no,yes,cellular,jul,wed,183,1,,,,,,,4.963,5228.1,0
1111669,25,technician,single,professional.course,no,yes,no,cellular,may,mon,44,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
1111670,50,admin.,divorced,university.degree,no,yes,yes,cellular,may,mon,644,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
1111671,49,admin.,divorced,professional.course,no,yes,yes,cellular,aug,mon,230,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
1111672,25,services,single,high.school,no,yes,no,cellular,oct,thu,287,1,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,0
1111673,50,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,206,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1111674,45,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,386,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1111675,32,student,single,unknown,no,no,yes,cellular,may,mon,77,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
1111676,33,services,single,high.school,no,yes,no,cellular,may,thu,367,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
1111677,47,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,231,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
1111678,43,management,married,university.degree,no,no,no,cellular,aug,wed,104,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1111679,41,unknown,married,unknown,no,yes,no,cellular,aug,mon,230,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
1111680,43,technician,single,professional.course,no,no,no,cellular,aug,tue,165,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
1111681,32,technician,single,professional.course,unknown,unknown,unknown,cellular,aug,fri,73,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1111682,52,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,mon,201,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
1111683,35,student,single,university.degree,unknown,yes,yes,telephone,jun,mon,444,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1
1111684,41,admin.,single,university.degree,no,yes,yes,cellular,nov,fri,45,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1111685,33,technician,single,professional.course,no,no,no,cellular,aug,thu,14,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
1111686,42,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,360,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
1111687,32,management,single,university.degree,no,yes,no,cellular,mar,mon,116,1,999,0,nonexistent,-1.8,92.843,-50,1.703,5099.1,1
1111688,28,admin.,married,university.degree,no,no,yes,cellular,jul,wed,690,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
1111689,35,blue-collar,single,basic.4y,unknown,yes,no,cellular,may,mon,289,5,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
1111690,51,technician,married,professional.course,no,yes,no,cellular,nov,fri,51,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
1111691,38,entrepreneur,married,basic.4y,no,no,no,cellular,may,tue,184,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
1111692,50,admin.,married,university.degree,no,no,no,telephone,nov,tue,40,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
1111693,27,self-employed,married,university.degree,no,yes,no,cellular,may,mon,141,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
1111694,56,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,994,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,1
1111695,30,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,739,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,1
1111696,43,entrepreneur,married,high.school,unknown,no,yes,cellular,nov,thu,274,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1111697,41,management,married,high.school,unknown,no,no,cellular,may,tue,256,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
1111698,55,unemployed,divorced,university.degree,no,no,no,cellular,may,thu,190,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
1111699,49,admin.,single,university.degree,no,no,no,cellular,may,tue,362,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
1111700,28,self-employed,married,basic.9y,no,yes,no,cellular,may,fri,144,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
1111701,37,admin.,single,university.degree,no,yes,yes,cellular,may,fri,171,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
1111702,56,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,1276,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1
1111703,30,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,176,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
1111704,42,admin.,married,professional.course,no,yes,yes,cellular,may,mon,172,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
1111705,32,services,single,high.school,no,no,no,cellular,nov,wed,265,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1111706,51,management,married,university.degree,no,,,cellular,may,mon,131,2,999,4,failure,-1.8,93.876,-40,0.697,5008.7,0
1111707,49,technician,married,basic.9y,no,no,no,telephone,may,mon,1467,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
1111708,36,management,married,university.degree,no,no,no,cellular,nov,wed,226,2,,,,,,,4.12,5195.8,0
1111709,32,admin.,single,professional.course,no,no,no,cellular,may,thu,290,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
1111710,34,blue-collar,married,basic.9y,unknown,no,yes,cellular,nov,wed,104,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
1111711,33,technician,married,university.degree,no,yes,no,cellular,jul,thu,258,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1111712,36,self-employed,single,university.degree,no,no,no,cellular,jul,mon,195,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1111713,46,admin.,single,university.degree,no,unknown,unknown,cellular,aug,wed,311,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
1111714,53,admin.,married,university.degree,unknown,no,no,cellular,may,wed,160,7,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
1111715,31,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,thu,157,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1111716,45,management,married,university.degree,no,yes,yes,cellular,may,thu,265,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
1111717,35,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,tue,178,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
1111718,54,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,266,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0
1111719,30,admin.,single,university.degree,no,no,yes,cellular,nov,thu,106,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1111720,49,management,married,university.degree,no,no,yes,cellular,aug,tue,297,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1111721,24,student,single,unknown,no,yes,yes,telephone,sep,wed,663,1,10,1,success,-1.1,94.199,-37.5,0.886,4963.6,0
1111722,45,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,478,11,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1111723,44,technician,married,university.degree,no,no,no,cellular,may,fri,113,1,999,1,failure,-1.8,93.876,-40,0.682,5008.7,0
1111724,80,retired,married,basic.4y,no,no,no,cellular,oct,tue,82,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0
1111725,51,management,married,high.school,unknown,yes,no,cellular,may,tue,397,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
1111726,48,admin.,married,university.degree,no,no,no,cellular,nov,fri,61,7,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
1111727,58,management,married,university.degree,no,no,yes,cellular,jul,thu,32,20,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
1111728,33,admin.,single,university.degree,no,yes,no,cellular,oct,thu,759,1,3,3,,-1.1,94.601,-49.5,1.025,4963.6,1
1111729,29,admin.,divorced,university.degree,no,no,no,telephone,may,thu,90,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
1111730,34,admin.,married,university.degree,no,no,no,cellular,may,wed,1576,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
1111731,36,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,191,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
1111732,38,management,married,professional.course,no,yes,yes,cellular,nov,thu,94,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
1111733,41,admin.,married,university.degree,unknown,yes,no,cellular,nov,tue,331,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
1111734,30,self-employed,married,university.degree,no,yes,yes,cellular,aug,fri,390,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0
1111735,26,admin.,single,university.degree,no,no,no,cellular,jul,thu,184,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
1111736,47,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,mon,68,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
1111737,33,housemaid,married,basic.9y,no,yes,no,cellular,aug,fri,147,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
1111738,52,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,31,9,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
1111739,27,admin.,single,university.degree,no,no,no,cellular,mar,tue,238,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,1
1111740,59,management,married,university.degree,no,yes,no,cellular,aug,tue,0,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1111741,24,student,single,high.school,no,yes,no,cellular,aug,fri,200,1,6,4,failure,-2.9,92.201,-31.4,0.849,5076.2,0
1111742,27,entrepreneur,married,professional.course,no,unknown,unknown,cellular,apr,wed,297,1,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,0
1111743,36,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,853,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
1111744,31,admin.,single,high.school,no,yes,no,cellular,nov,fri,369,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
1111745,45,housemaid,married,basic.4y,no,no,no,cellular,aug,wed,188,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
1111746,34,entrepreneur,married,university.degree,no,no,no,cellular,may,fri,17,5,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
1111747,26,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,62,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0
1111748,36,services,married,high.school,no,yes,yes,cellular,sep,wed,569,3,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,1
